date,store_nbr,family,sales,onpromotion,typeholiday,dcoilwtico,day_of_week,day,month,year
2013-10-23,17,10,105.0,0,4,96.9,3,23,10,2013
2013-10-23,17,24,231.913,0,4,96.9,3,23,10,2013
2013-10-23,17,30,0.0,0,4,96.9,3,23,10,2013
2013-10-23,20,3,0.0,0,4,96.9,3,23,10,2013
2013-10-23,20,5,0.0,0,4,96.9,3,23,10,2013
2013-10-23,20,10,0.0,0,4,96.9,3,23,10,2013
2013-10-23,20,24,0.0,0,4,96.9,3,23,10,2013
2013-10-23,20,30,0.0,0,4,96.9,3,23,10,2013
2013-10-23,27,3,980.0,0,4,96.9,3,23,10,2013
2013-10-23,27,5,389.811,0,4,96.9,3,23,10,2013
2013-10-23,27,10,164.0,0,4,96.9,3,23,10,2013
2013-10-23,27,24,221.731,0,4,96.9,3,23,10,2013
2013-10-23,27,30,2.0,0,4,96.9,3,23,10,2013
2013-10-23,8,3,1689.0,0,4,96.9,3,23,10,2013
2013-10-23,8,5,577.721,0,4,96.9,3,23,10,2013
2013-10-23,8,10,281.0,0,4,96.9,3,23,10,2013
2013-10-23,8,24,507.317,0,4,96.9,3,23,10,2013
2013-10-23,8,30,2.0,0,4,96.9,3,23,10,2013
2013-10-24,1,3,816.0,0,4,96.65,4,24,10,2013
2013-10-24,1,5,330.421,0,4,96.65,4,24,10,2013
2013-10-24,1,10,116.0,0,4,96.65,4,24,10,2013
2013-10-24,1,24,240.359,0,4,96.65,4,24,10,2013
2013-10-24,1,30,0.0,0,4,96.65,4,24,10,2013
2013-10-24,17,3,757.0,0,4,96.65,4,24,10,2013
2013-10-24,17,5,128.0,0,4,96.65,4,24,10,2013
2013-10-24,17,10,193.0,0,4,96.65,4,24,10,2013
2013-10-24,17,24,245.951,0,4,96.65,4,24,10,2013
2013-10-24,17,30,0.0,0,4,96.65,4,24,10,2013
2013-10-24,20,3,0.0,0,4,96.65,4,24,10,2013
2013-10-24,20,5,0.0,0,4,96.65,4,24,10,2013
2013-10-24,20,10,0.0,0,4,96.65,4,24,10,2013
2013-10-24,20,24,0.0,0,4,96.65,4,24,10,2013
2013-10-24,20,30,0.0,0,4,96.65,4,24,10,2013
2013-10-24,27,3,966.0,0,4,96.65,4,24,10,2013
2013-10-24,27,5,396.797,0,4,96.65,4,24,10,2013
2013-10-24,27,10,147.0,0,4,96.65,4,24,10,2013
2013-10-24,27,24,168.718,0,4,96.65,4,24,10,2013
2013-10-24,27,30,1.0,0,4,96.65,4,24,10,2013
2013-10-24,8,3,1462.0,0,4,96.65,4,24,10,2013
2013-10-24,8,5,436.045,0,4,96.65,4,24,10,2013
2013-10-24,8,10,217.0,0,4,96.65,4,24,10,2013
2013-10-24,8,24,548.277,0,4,96.65,4,24,10,2013
2013-10-24,8,30,2.0,0,4,96.65,4,24,10,2013
2013-10-25,1,3,900.0,0,4,97.4,5,25,10,2013
2013-10-25,1,5,305.473,0,4,97.4,5,25,10,2013
2013-10-25,1,10,160.0,0,4,97.4,5,25,10,2013
2013-10-25,1,24,883.301,0,4,97.4,5,25,10,2013
2013-10-25,1,30,4.0,0,4,97.4,5,25,10,2013
2013-10-25,17,3,1261.0,0,4,97.4,5,25,10,2013
2013-10-25,17,5,119.0,0,4,97.4,5,25,10,2013
2013-10-25,17,10,86.0,0,4,97.4,5,25,10,2013
2013-10-25,17,24,223.967,0,4,97.4,5,25,10,2013
2013-10-25,17,30,0.0,0,4,97.4,5,25,10,2013
2013-10-25,20,3,0.0,0,4,97.4,5,25,10,2013
2013-10-25,20,5,0.0,0,4,97.4,5,25,10,2013
2013-10-25,20,10,0.0,0,4,97.4,5,25,10,2013
2013-10-25,20,24,0.0,0,4,97.4,5,25,10,2013
2013-10-25,20,30,0.0,0,4,97.4,5,25,10,2013
2013-10-25,27,3,1039.0,0,4,97.4,5,25,10,2013
2013-10-25,27,5,382.314,0,4,97.4,5,25,10,2013
2013-10-25,27,10,146.0,0,4,97.4,5,25,10,2013
2013-10-25,27,24,269.91602,0,4,97.4,5,25,10,2013
2013-10-25,27,30,9.0,0,4,97.4,5,25,10,2013
2013-10-25,8,3,1686.0,0,4,97.4,5,25,10,2013
2013-10-25,8,5,494.792,0,4,97.4,5,25,10,2013
2013-10-25,8,10,246.0,0,4,97.4,5,25,10,2013
2013-10-25,8,24,808.102,0,4,97.4,5,25,10,2013
2013-10-25,8,30,5.0,0,4,97.4,5,25,10,2013
2013-10-26,1,3,967.0,0,4,97.40150350631136,6,26,10,2013
2013-10-26,1,5,276.021,0,4,97.40225525946704,6,26,10,2013
2013-10-26,1,10,160.0,0,4,97.40413464235624,6,26,10,2013
2013-10-26,1,24,361.76,0,4,97.409396914446,6,26,10,2013
2013-10-26,1,30,13.0,0,4,97.41165217391304,6,26,10,2013
2013-10-26,17,3,1422.0,0,4,97.50073492286116,6,26,10,2013
2013-10-26,17,5,215.0,0,4,97.50148667601684,6,26,10,2013
2013-10-26,17,10,72.0,0,4,97.50336605890604,6,26,10,2013
2013-10-26,17,24,289.204,0,4,97.5086283309958,6,26,10,2013
2013-10-26,17,30,0.0,0,4,97.51088359046284,6,26,10,2013
2013-10-26,20,3,0.0,0,4,97.55035063113606,6,26,10,2013
2013-10-26,20,5,0.0,0,4,97.55110238429172,6,26,10,2013
2013-10-26,20,10,0.0,0,4,97.55298176718092,6,26,10,2013
2013-10-26,20,24,0.0,0,4,97.55824403927068,6,26,10,2013
2013-10-26,20,30,0.0,0,4,97.56049929873774,6,26,10,2013
2013-10-26,27,3,2048.0,0,4,97.63717812061712,6,26,10,2013
2013-10-26,27,5,634.898,0,4,97.6379298737728,6,26,10,2013
2013-10-26,27,10,232.0,0,4,97.639809256662,6,26,10,2013
2013-10-26,27,24,246.89801,0,4,97.64507152875176,6,26,10,2013
2013-10-26,27,30,13.0,0,4,97.6473267882188,6,26,10,2013
2013-10-26,8,3,2986.0,0,4,98.046507713885,6,26,10,2013
2013-10-26,8,5,691.813,0,4,98.04725946704067,6,26,10,2013
2013-10-26,8,10,424.0,0,4,98.04913884992988,6,26,10,2013
2013-10-26,8,24,507.939,0,4,98.05440112201964,6,26,10,2013
2013-10-26,8,30,3.0,0,4,98.05665638148668,6,26,10,2013
2013-10-27,1,3,424.0,0,4,98.07131556802244,7,27,10,2013
2013-10-27,1,5,139.59601,0,4,98.07206732117812,7,27,10,2013
2013-10-27,1,10,106.0,0,4,98.07394670406732,7,27,10,2013
2013-10-27,1,24,156.549,0,4,98.07920897615708,7,27,10,2013
2013-10-27,1,30,19.0,0,4,98.08146423562413,7,27,10,2013
2013-10-27,17,3,1395.0,0,4,98.17054698457224,7,27,10,2013
2013-10-27,17,5,292.0,0,4,98.17129873772792,7,27,10,2013
2013-10-27,17,10,122.0,0,4,98.17317812061712,7,27,10,2013
2013-10-27,17,24,259.434,0,4,98.17844039270688,7,27,10,2013
2013-10-27,17,30,0.0,0,4,98.18069565217392,7,27,10,2013
2013-10-27,20,3,0.0,0,4,98.22016269284713,7,27,10,2013
2013-10-27,20,5,0.0,0,4,98.2209144460028,7,27,10,2013
2013-10-27,20,10,0.0,0,4,98.222793828892,7,27,10,2013
2013-10-27,20,24,0.0,0,4,98.22805610098176,7,27,10,2013
2013-10-27,20,30,0.0,0,4,98.2303113604488,7,27,10,2013
2013-10-27,27,3,2599.0,0,4,98.3069901823282,7,27,10,2013
2013-10-27,27,5,1057.735,0,4,98.30774193548388,7,27,10,2013
2013-10-27,27,10,332.0,0,4,98.30962131837308,7,27,10,2013
2013-10-27,27,24,337.723,0,4,98.31488359046284,7,27,10,2013
2013-10-27,27,30,7.0,0,4,98.31713884992988,7,27,10,2013
2013-10-27,8,3,2621.0,0,4,98.71631977559606,7,27,10,2013
2013-10-27,8,5,747.314,0,4,98.71707152875176,7,27,10,2013
2013-10-27,8,10,412.0,0,4,98.71895091164096,7,27,10,2013
2013-10-27,8,24,492.881,0,4,98.72421318373073,7,27,10,2013
2013-10-27,8,30,2.0,0,4,98.72646844319776,7,27,10,2013
2013-10-28,1,3,902.0,0,4,98.74,1,28,10,2013
2013-10-28,1,5,302.064,0,4,98.74,1,28,10,2013
2013-10-28,1,10,149.0,0,4,98.74,1,28,10,2013
2013-10-28,1,24,310.758,0,4,98.74,1,28,10,2013
2013-10-28,1,30,0.0,0,4,98.74,1,28,10,2013
2013-10-28,17,3,864.0,0,4,98.74,1,28,10,2013
2013-10-28,17,5,223.0,0,4,98.74,1,28,10,2013
2013-10-28,17,10,76.0,0,4,98.74,1,28,10,2013
2013-10-28,17,24,242.039,0,4,98.74,1,28,10,2013
2013-10-28,17,30,0.0,0,4,98.74,1,28,10,2013
2013-10-28,20,3,0.0,0,4,98.74,1,28,10,2013
2013-10-28,20,5,0.0,0,4,98.74,1,28,10,2013
2013-10-28,20,10,0.0,0,4,98.74,1,28,10,2013
2013-10-28,20,24,0.0,0,4,98.74,1,28,10,2013
2013-10-28,20,30,0.0,0,4,98.74,1,28,10,2013
2013-10-28,27,3,1452.0,0,4,98.74,1,28,10,2013
2013-10-28,27,5,552.861,0,4,98.74,1,28,10,2013
2013-10-28,27,10,196.0,0,4,98.74,1,28,10,2013
2013-10-28,27,24,235.644,0,4,98.74,1,28,10,2013
2013-10-28,27,30,0.0,0,4,98.74,1,28,10,2013
2013-10-28,8,3,1586.0,0,4,98.74,1,28,10,2013
2013-10-28,8,5,534.333,0,4,98.74,1,28,10,2013
2013-10-28,8,10,262.0,0,4,98.74,1,28,10,2013
2013-10-28,8,24,370.267,0,4,98.74,1,28,10,2013
2013-10-28,8,30,0.0,0,4,98.74,1,28,10,2013
2013-10-29,1,3,890.0,0,4,98.29,2,29,10,2013
2013-10-29,1,5,274.012,0,4,98.29,2,29,10,2013
2013-10-29,1,10,140.0,0,4,98.29,2,29,10,2013
2013-10-29,1,24,460.876,0,4,98.29,2,29,10,2013
2013-10-29,1,30,0.0,0,4,98.29,2,29,10,2013
2013-10-29,17,3,892.0,0,4,98.29,2,29,10,2013
2013-10-29,17,5,183.0,0,4,98.29,2,29,10,2013
2013-10-29,17,10,96.0,0,4,98.29,2,29,10,2013
2013-10-29,17,24,272.155,0,4,98.29,2,29,10,2013
2013-10-29,17,30,0.0,0,4,98.29,2,29,10,2013
2013-10-29,20,3,0.0,0,4,98.29,2,29,10,2013
2013-10-29,20,5,0.0,0,4,98.29,2,29,10,2013
2013-10-29,20,10,0.0,0,4,98.29,2,29,10,2013
2013-10-29,20,24,0.0,0,4,98.29,2,29,10,2013
2013-10-29,20,30,0.0,0,4,98.29,2,29,10,2013
2013-10-29,27,3,1081.0,0,4,98.29,2,29,10,2013
2013-10-29,27,5,362.383,0,4,98.29,2,29,10,2013
2013-10-29,27,10,128.0,0,4,98.29,2,29,10,2013
2013-10-29,27,24,137.845,0,4,98.29,2,29,10,2013
2013-10-29,27,30,0.0,0,4,98.29,2,29,10,2013
2013-10-29,8,3,1314.0,0,4,98.29,2,29,10,2013
2013-10-29,8,5,385.678,0,4,98.29,2,29,10,2013
2013-10-29,8,10,186.0,0,4,98.29,2,29,10,2013
2013-10-29,8,24,486.939,0,4,98.29,2,29,10,2013
2013-10-29,8,30,0.0,0,4,98.29,2,29,10,2013
2013-10-30,1,3,830.0,0,4,96.81,3,30,10,2013
2013-10-30,1,5,343.456,0,4,96.81,3,30,10,2013
2013-10-30,1,10,178.0,0,4,96.81,3,30,10,2013
2013-10-30,1,24,262.888,0,4,96.81,3,30,10,2013
2013-10-30,1,30,2.0,0,4,96.81,3,30,10,2013
2013-10-30,17,3,1268.0,0,4,96.81,3,30,10,2013
2013-10-30,17,5,148.0,0,4,96.81,3,30,10,2013
2013-10-30,17,10,116.0,0,4,96.81,3,30,10,2013
2013-10-30,17,24,208.682,0,4,96.81,3,30,10,2013
2013-10-30,17,30,0.0,0,4,96.81,3,30,10,2013
2013-10-30,20,3,0.0,0,4,96.81,3,30,10,2013
2013-10-30,20,5,0.0,0,4,96.81,3,30,10,2013
2013-10-30,20,10,0.0,0,4,96.81,3,30,10,2013
2013-10-30,20,24,0.0,0,4,96.81,3,30,10,2013
2013-10-30,20,30,0.0,0,4,96.81,3,30,10,2013
2013-10-30,27,3,1125.0,0,4,96.81,3,30,10,2013
2013-10-30,27,5,386.863,0,4,96.81,3,30,10,2013
2013-10-30,27,10,124.0,0,4,96.81,3,30,10,2013
2013-10-30,27,24,160.393,0,4,96.81,3,30,10,2013
2013-10-30,27,30,0.0,0,4,96.81,3,30,10,2013
2013-10-30,8,3,1740.0,0,4,96.81,3,30,10,2013
2013-10-30,8,5,518.461,0,4,96.81,3,30,10,2013
2013-10-30,8,10,280.0,0,4,96.81,3,30,10,2013
2013-10-30,8,24,384.52,0,4,96.81,3,30,10,2013
2013-10-30,8,30,0.0,0,4,96.81,3,30,10,2013
2013-10-31,1,3,764.0,0,4,96.29,4,31,10,2013
2013-10-31,1,5,252.345,0,4,96.29,4,31,10,2013
2013-10-31,1,10,131.0,0,4,96.29,4,31,10,2013
2013-10-31,1,24,444.407,0,4,96.29,4,31,10,2013
2013-10-31,1,30,7.0,0,4,96.29,4,31,10,2013
2013-10-31,17,3,947.0,0,4,96.29,4,31,10,2013
2013-10-31,17,5,154.0,0,4,96.29,4,31,10,2013
2013-10-31,17,10,92.0,0,4,96.29,4,31,10,2013
2013-10-31,17,24,277.305,0,4,96.29,4,31,10,2013
2013-10-31,17,30,0.0,0,4,96.29,4,31,10,2013
2013-10-31,20,3,0.0,0,4,96.29,4,31,10,2013
2013-10-31,20,5,0.0,0,4,96.29,4,31,10,2013
2013-10-31,20,10,0.0,0,4,96.29,4,31,10,2013
2013-10-31,20,24,0.0,0,4,96.29,4,31,10,2013
2013-10-31,20,30,0.0,0,4,96.29,4,31,10,2013
2013-10-31,27,3,581.0,0,4,96.29,4,31,10,2013
2013-10-31,27,5,260.993,0,4,96.29,4,31,10,2013
2013-10-31,27,10,105.0,0,4,96.29,4,31,10,2013
2013-10-31,27,24,153.668,0,4,96.29,4,31,10,2013
2013-10-31,27,30,2.0,0,4,96.29,4,31,10,2013
2013-10-31,8,3,1341.0,0,4,96.29,4,31,10,2013
2013-10-31,8,5,422.518,0,4,96.29,4,31,10,2013
2013-10-31,8,10,245.0,0,4,96.29,4,31,10,2013
2013-10-31,8,24,584.329,0,4,96.29,4,31,10,2013
2013-10-31,8,30,3.0,0,4,96.29,4,31,10,2013
2013-11-01,1,3,990.0,0,4,94.56,5,1,11,2013
2013-11-01,1,5,353.73,0,4,94.56,5,1,11,2013
2013-11-01,1,10,165.0,0,4,94.56,5,1,11,2013
2013-11-01,1,24,823.577,0,4,94.56,5,1,11,2013
2013-11-01,1,30,7.0,0,4,94.56,5,1,11,2013
2013-11-01,17,3,1153.0,0,4,94.56,5,1,11,2013
2013-11-01,17,5,239.0,0,4,94.56,5,1,11,2013
2013-11-01,17,10,111.0,0,4,94.56,5,1,11,2013
2013-11-01,17,24,211.587,0,4,94.56,5,1,11,2013
2013-11-01,17,30,0.0,0,4,94.56,5,1,11,2013
2013-11-01,20,3,0.0,0,4,94.56,5,1,11,2013
2013-11-01,20,5,0.0,0,4,94.56,5,1,11,2013
2013-11-01,20,10,0.0,0,4,94.56,5,1,11,2013
2013-11-01,20,24,0.0,0,4,94.56,5,1,11,2013
2013-11-01,20,30,0.0,0,4,94.56,5,1,11,2013
2013-11-01,27,3,977.0,0,4,94.56,5,1,11,2013
2013-11-01,27,5,314.39,0,4,94.56,5,1,11,2013
2013-11-01,27,10,135.0,0,4,94.56,5,1,11,2013
2013-11-01,27,24,261.388,0,4,94.56,5,1,11,2013
2013-11-01,27,30,2.0,0,4,94.56,5,1,11,2013
2013-11-01,8,3,1779.0,0,4,94.56,5,1,11,2013
2013-11-01,8,5,437.92,0,4,94.56,5,1,11,2013
2013-11-01,8,10,313.0,0,4,94.56,5,1,11,2013
2013-11-01,8,24,866.989,0,4,94.56,5,1,11,2013
2013-11-01,8,30,3.0,0,4,94.56,5,1,11,2013
2013-11-02,1,3,1030.0,0,3,94.56002244039271,6,2,11,2013
2013-11-02,1,5,254.201,0,3,94.56003366058906,6,2,11,2013
2013-11-02,1,10,138.0,0,3,94.56006171107994,6,2,11,2013
2013-11-02,1,24,205.757,0,3,94.56014025245442,6,2,11,2013
2013-11-02,1,30,7.0,0,3,94.56017391304349,6,2,11,2013
2013-11-02,17,3,1443.0,0,3,94.56150350631135,6,2,11,2013
2013-11-02,17,5,178.0,0,3,94.56151472650772,6,2,11,2013
2013-11-02,17,10,126.0,0,3,94.5615427769986,6,2,11,2013
2013-11-02,17,24,273.521,0,3,94.56162131837308,6,2,11,2013
2013-11-02,17,30,0.0,0,3,94.56165497896214,6,2,11,2013
2013-11-02,20,3,0.0,0,3,94.5622440392707,6,2,11,2013
2013-11-02,20,5,0.0,0,3,94.56225525946704,6,2,11,2013
2013-11-02,20,10,0.0,0,3,94.56228330995792,6,2,11,2013
2013-11-02,20,24,0.0,0,3,94.5623618513324,6,2,11,2013
2013-11-02,20,30,0.0,0,3,94.56239551192148,6,2,11,2013
2013-11-02,27,3,1632.0,0,3,94.56353997194952,6,2,11,2013
2013-11-02,27,5,507.09,0,3,94.56355119214588,6,2,11,2013
2013-11-02,27,10,201.0,0,3,94.56357924263676,6,2,11,2013
2013-11-02,27,24,283.941,0,3,94.56365778401124,6,2,11,2013
2013-11-02,27,30,0.0,0,3,94.56369144460028,6,2,11,2013
2013-11-02,8,3,2849.0,0,3,94.56964936886396,6,2,11,2013
2013-11-02,8,5,650.487,0,3,94.5696605890603,6,2,11,2013
2013-11-02,8,10,430.0,0,3,94.5696886395512,6,2,11,2013
2013-11-02,8,24,580.709,0,3,94.56976718092568,6,2,11,2013
2013-11-02,8,30,4.0,0,3,94.56980084151472,6,2,11,2013
2013-11-03,1,3,441.0,0,3,94.5700196353436,7,3,11,2013
2013-11-03,1,5,122.825,0,3,94.57003085553995,7,3,11,2013
2013-11-03,1,10,92.0,0,3,94.57005890603084,7,3,11,2013
2013-11-03,1,24,133.896,0,3,94.57013744740532,7,3,11,2013
2013-11-03,1,30,19.0,0,3,94.57017110799438,7,3,11,2013
2013-11-03,17,3,1442.0,0,3,94.57150070126228,7,3,11,2013
2013-11-03,17,5,271.0,0,3,94.57151192145862,7,3,11,2013
2013-11-03,17,10,238.0,0,3,94.5715399719495,7,3,11,2013
2013-11-03,17,24,441.786,0,3,94.57161851332398,7,3,11,2013
2013-11-03,17,30,0.0,0,3,94.57165217391304,7,3,11,2013
2013-11-03,20,3,0.0,0,3,94.5722412342216,7,3,11,2013
2013-11-03,20,5,0.0,0,3,94.57225245441796,7,3,11,2013
2013-11-03,20,10,0.0,0,3,94.57228050490885,7,3,11,2013
2013-11-03,20,24,0.0,0,3,94.57235904628332,7,3,11,2013
2013-11-03,20,30,0.0,0,3,94.57239270687236,7,3,11,2013
2013-11-03,27,3,2145.0,0,3,94.57353716690042,7,3,11,2013
2013-11-03,27,5,744.213,0,3,94.57354838709678,7,3,11,2013
2013-11-03,27,10,279.0,0,3,94.57357643758766,7,3,11,2013
2013-11-03,27,24,310.843,0,3,94.57365497896213,7,3,11,2013
2013-11-03,27,30,0.0,0,3,94.5736886395512,7,3,11,2013
2013-11-03,8,3,3262.0,0,3,94.57964656381486,7,3,11,2013
2013-11-03,8,5,862.844,0,3,94.57965778401122,7,3,11,2013
2013-11-03,8,10,494.0,0,3,94.5796858345021,7,3,11,2013
2013-11-03,8,24,668.6,0,3,94.57976437587658,7,3,11,2013
2013-11-03,8,30,1.0,0,3,94.57979803646565,7,3,11,2013
2013-11-04,1,3,1002.0,0,4,94.58,1,4,11,2013
2013-11-04,1,5,304.65,0,4,94.58,1,4,11,2013
2013-11-04,1,10,157.0,0,4,94.58,1,4,11,2013
2013-11-04,1,24,285.14,0,4,94.58,1,4,11,2013
2013-11-04,1,30,0.0,0,4,94.58,1,4,11,2013
2013-11-04,17,3,912.0,0,4,94.58,1,4,11,2013
2013-11-04,17,5,269.0,0,4,94.58,1,4,11,2013
2013-11-04,17,10,72.0,0,4,94.58,1,4,11,2013
2013-11-04,17,24,312.89,0,4,94.58,1,4,11,2013
2013-11-04,17,30,0.0,0,4,94.58,1,4,11,2013
2013-11-04,20,3,0.0,0,4,94.58,1,4,11,2013
2013-11-04,20,5,0.0,0,4,94.58,1,4,11,2013
2013-11-04,20,10,0.0,0,4,94.58,1,4,11,2013
2013-11-04,20,24,0.0,0,4,94.58,1,4,11,2013
2013-11-04,20,30,0.0,0,4,94.58,1,4,11,2013
2013-11-04,27,3,883.0,0,4,94.58,1,4,11,2013
2013-11-04,27,5,402.499,0,4,94.58,1,4,11,2013
2013-11-04,27,10,163.0,0,4,94.58,1,4,11,2013
2013-11-04,27,24,209.427,0,4,94.58,1,4,11,2013
2013-11-04,27,30,0.0,0,4,94.58,1,4,11,2013
2013-11-04,8,3,1787.0,0,4,94.58,1,4,11,2013
2013-11-04,8,5,568.461,0,4,94.58,1,4,11,2013
2013-11-04,8,10,314.0,0,4,94.58,1,4,11,2013
2013-11-04,8,24,546.788,0,4,94.58,1,4,11,2013
2013-11-04,8,30,1.0,0,4,94.58,1,4,11,2013
2013-11-05,1,3,853.0,0,4,93.4,2,5,11,2013
2013-11-05,1,5,294.91,0,4,93.4,2,5,11,2013
2013-11-05,1,10,156.0,0,4,93.4,2,5,11,2013
2013-11-05,1,24,320.34,0,4,93.4,2,5,11,2013
2013-11-05,1,30,0.0,0,4,93.4,2,5,11,2013
2013-11-05,17,3,831.0,0,4,93.4,2,5,11,2013
2013-11-05,17,5,165.0,0,4,93.4,2,5,11,2013
2013-11-05,17,10,187.0,0,4,93.4,2,5,11,2013
2013-11-05,17,24,265.841,0,4,93.4,2,5,11,2013
2013-11-05,17,30,0.0,0,4,93.4,2,5,11,2013
2013-11-05,20,3,0.0,0,4,93.4,2,5,11,2013
2013-11-05,20,5,0.0,0,4,93.4,2,5,11,2013
2013-11-05,20,10,0.0,0,4,93.4,2,5,11,2013
2013-11-05,20,24,0.0,0,4,93.4,2,5,11,2013
2013-11-05,20,30,0.0,0,4,93.4,2,5,11,2013
2013-11-05,27,3,1112.0,0,4,93.4,2,5,11,2013
2013-11-05,27,5,379.035,0,4,93.4,2,5,11,2013
2013-11-05,27,10,116.0,0,4,93.4,2,5,11,2013
2013-11-05,27,24,165.069,0,4,93.4,2,5,11,2013
2013-11-05,27,30,0.0,0,4,93.4,2,5,11,2013
2013-11-05,8,3,1649.0,0,4,93.4,2,5,11,2013
2013-11-05,8,5,487.13,0,4,93.4,2,5,11,2013
2013-11-05,8,10,255.0,0,4,93.4,2,5,11,2013
2013-11-05,8,24,568.378,0,4,93.4,2,5,11,2013
2013-11-05,8,30,0.0,0,4,93.4,2,5,11,2013
2013-11-06,1,3,1009.0,0,3,94.74,3,6,11,2013
2013-11-06,1,5,295.965,0,3,94.74,3,6,11,2013
2013-11-06,1,10,162.0,0,3,94.74,3,6,11,2013
2013-11-06,1,24,294.804,0,3,94.74,3,6,11,2013
2013-11-06,1,30,1.0,0,3,94.74,3,6,11,2013
2013-11-06,17,3,1096.0,0,3,94.74,3,6,11,2013
2013-11-06,17,5,142.0,0,3,94.74,3,6,11,2013
2013-11-06,17,10,92.0,0,3,94.74,3,6,11,2013
2013-11-06,17,24,246.218,0,3,94.74,3,6,11,2013
2013-11-06,17,30,0.0,0,3,94.74,3,6,11,2013
2013-11-06,20,3,0.0,0,3,94.74,3,6,11,2013
2013-11-06,20,5,0.0,0,3,94.74,3,6,11,2013
2013-11-06,20,10,0.0,0,3,94.74,3,6,11,2013
2013-11-06,20,24,0.0,0,3,94.74,3,6,11,2013
2013-11-06,20,30,0.0,0,3,94.74,3,6,11,2013
2013-11-06,27,3,1076.0,0,3,94.74,3,6,11,2013
2013-11-06,27,5,381.546,0,3,94.74,3,6,11,2013
2013-11-06,27,10,146.0,0,3,94.74,3,6,11,2013
2013-11-06,27,24,173.338,0,3,94.74,3,6,11,2013
2013-11-06,27,30,0.0,0,3,94.74,3,6,11,2013
2013-11-06,8,3,1778.0,0,3,94.74,3,6,11,2013
2013-11-06,8,5,562.771,0,3,94.74,3,6,11,2013
2013-11-06,8,10,281.0,0,3,94.74,3,6,11,2013
2013-11-06,8,24,518.877,0,3,94.74,3,6,11,2013
2013-11-06,8,30,2.0,0,3,94.74,3,6,11,2013
2013-11-07,1,3,901.0,0,3,94.25,4,7,11,2013
2013-11-07,1,5,319.797,0,3,94.25,4,7,11,2013
2013-11-07,1,10,129.0,0,3,94.25,4,7,11,2013
2013-11-07,1,24,263.253,0,3,94.25,4,7,11,2013
2013-11-07,1,30,0.0,0,3,94.25,4,7,11,2013
2013-11-07,17,3,1209.0,0,3,94.25,4,7,11,2013
2013-11-07,17,5,144.0,0,3,94.25,4,7,11,2013
2013-11-07,17,10,157.0,0,3,94.25,4,7,11,2013
2013-11-07,17,24,243.719,0,3,94.25,4,7,11,2013
2013-11-07,17,30,0.0,0,3,94.25,4,7,11,2013
2013-11-07,20,3,0.0,0,3,94.25,4,7,11,2013
2013-11-07,20,5,0.0,0,3,94.25,4,7,11,2013
2013-11-07,20,10,0.0,0,3,94.25,4,7,11,2013
2013-11-07,20,24,0.0,0,3,94.25,4,7,11,2013
2013-11-07,20,30,0.0,0,3,94.25,4,7,11,2013
2013-11-07,27,3,751.0,0,3,94.25,4,7,11,2013
2013-11-07,27,5,274.537,0,3,94.25,4,7,11,2013
2013-11-07,27,10,112.0,0,3,94.25,4,7,11,2013
2013-11-07,27,24,127.108,0,3,94.25,4,7,11,2013
2013-11-07,27,30,0.0,0,3,94.25,4,7,11,2013
2013-11-07,8,3,1524.0,0,3,94.25,4,7,11,2013
2013-11-07,8,5,419.433,0,3,94.25,4,7,11,2013
2013-11-07,8,10,222.0,0,3,94.25,4,7,11,2013
2013-11-07,8,24,598.282,0,3,94.25,4,7,11,2013
2013-11-07,8,30,2.0,0,3,94.25,4,7,11,2013
2013-11-08,1,3,1088.0,0,4,94.56,5,8,11,2013
2013-11-08,1,5,312.775,0,4,94.56,5,8,11,2013
2013-11-08,1,10,153.0,0,4,94.56,5,8,11,2013
2013-11-08,1,24,1024.162,0,4,94.56,5,8,11,2013
2013-11-08,1,30,11.0,0,4,94.56,5,8,11,2013
2013-11-08,17,3,997.0,0,4,94.56,5,8,11,2013
2013-11-08,17,5,124.0,0,4,94.56,5,8,11,2013
2013-11-08,17,10,96.0,0,4,94.56,5,8,11,2013
2013-11-08,17,24,220.892,0,4,94.56,5,8,11,2013
2013-11-08,17,30,0.0,0,4,94.56,5,8,11,2013
2013-11-08,20,3,0.0,0,4,94.56,5,8,11,2013
2013-11-08,20,5,0.0,0,4,94.56,5,8,11,2013
2013-11-08,20,10,0.0,0,4,94.56,5,8,11,2013
2013-11-08,20,24,0.0,0,4,94.56,5,8,11,2013
2013-11-08,20,30,0.0,0,4,94.56,5,8,11,2013
2013-11-08,27,3,1071.0,0,4,94.56,5,8,11,2013
2013-11-08,27,5,346.707,0,4,94.56,5,8,11,2013
2013-11-08,27,10,126.0,0,4,94.56,5,8,11,2013
2013-11-08,27,24,218.733,0,4,94.56,5,8,11,2013
2013-11-08,27,30,0.0,0,4,94.56,5,8,11,2013
2013-11-08,8,3,2086.0,0,4,94.56,5,8,11,2013
2013-11-08,8,5,573.359,0,4,94.56,5,8,11,2013
2013-11-08,8,10,266.0,0,4,94.56,5,8,11,2013
2013-11-08,8,24,880.97,0,4,94.56,5,8,11,2013
2013-11-08,8,30,1.0,0,4,94.56,5,8,11,2013
2013-11-09,1,3,940.0,0,4,94.56063955119215,6,9,11,2013
2013-11-09,1,5,250.927,0,4,94.56095932678822,6,9,11,2013
2013-11-09,1,10,135.0,0,4,94.5617587657784,6,9,11,2013
